Ticket_ID,Date_Logged,Customer_ID,Subject,Message_Body,Topic,Priority,Transaction_ID,Sentiment,topic,priority,sentiment,topic_lv,Nedēļa
T000256,2023-12-16,C0055,App cannot connect to WiFi,"<p>The app will not connect to the lock.
I tried resetting but it fails.
Is there a fix?

Sent from my Android device</p>

Order number: 100865",Software/Connectivity,NORMAL,100865.0,Negative,Software,Normal,Negative,Programmatūra,2023-12-11
T000249,2023-12-16,C0282,NordLock Pro pairing issue,"The app will not connect to WiFi.<br>I tried resetting but it fails.<br>Is there a fix?<br><br>Sent from my Android device

My order #100815.",Software/Connectivity,NORMAL,100815.0,Negative,Software,High,Negative,Programmatūra,2023-12-11
T000257,2023-12-16,C0122,Battery problem with my lock,"My smart lock battery drains in 2 days.
I changed batteries and it still dies.
Please help ASAP.
Also: battery life.

—
Regards,
A very unhappy customer

Order number: 100503",Battery Issue,CRITICAL,100503.0,Positive,Battery,High,Negative,Baterija,2023-12-11
T000255,2023-12-16,C0046,Very disappointed,"<p>The product is defective.
This should not happen.
Please help.

—
Regards,
A very unhappy customer</p>

My order #100861.",Software/Connectivity,CRITICAL,100861.0,Positive,Quality,High,Negative,Kvalitāte,2023-12-11
T000248,2023-12-16,C0058,Where is my order?,"My delivery is stuck.<br>Tracking shows pending.<br>Please update me.<br><br>—<br>Regards,<br>A very unhappy customer",Access/Lock Failure,CRITICAL,,Neutral,Logistics,High,Negative,Loģistika,2023-12-11
T000251,2023-12-16,C0008,Can't connect the app,"<p>The app cannot connect to the lock.
I tried resetting but it fails.
Please advise.

Sent from my iPhone</p>

Order number: 101131",Software/Connectivity,NORMAL,101131.0,Negative,Software,High,Negative,Programmatūra,2023-12-11
T000246,2023-12-16,C0075,NordLock Pro pairing issue,"The app will not connect to WiFi.
I tried pairing again but it fails.
Is there a fix?

<p>Thanks</p><p>Customer</p>

My order #100871.",Software/Connectivity,NORMAL,100871.0,Neutral,Software,Normal,Negative,Programmatūra,2023-12-11
T000247,2023-12-16,C0301,Battery problem with my lock,"My smart lock dies in a day.
I changed batteries and it still drains quickly.
This is unacceptable.

<br><br>--<br>NordTech Customer

My order #100644.",Battery Issue,NORMAL,100644.0,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000250,2023-12-16,C0042,Locked out of my home,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
I need immediate assistance.

—
Regards,
A very unhappy customer</p>

Ref: TX-100512",Access/Lock Failure,CRITICAL,100512.0,Neutral,Access Failure,High,Negative,Piekļuve,2023-12-11
T000258,2023-12-16,C0030,Very disappointed,"The product is not working.
Poor quality.
What are my options?
Also: poor quality.

—
Regards,
A very unhappy customer

Order number: 101094",Software/Connectivity,NORMAL,101094.0,Positive,General,Normal,Negative,Vispārēji,2023-12-11
T000272,2023-12-17,C0200,I want a refund,"I want to get a refund for this product.<br>It is defective.<br>Please send return instructions.<br>Also: return.<br><br><p>Thanks</p><p>Customer</p>

Order number: 100470",General Inquiry,HIGH,100470.0,Positive,General,High,Negative,Vispārēji,2023-12-11
T000264,2023-12-17,C0004,Can't open the door,"<p>I am stuck outside — the lock does not respond.
The app shows offline.
I need immediate assistance.

—
Regards,
A very unhappy customer</p><br><p>Please help!</p>

My order #101101.",Access/Lock Failure,CRITICAL,101101.0,Neutral,Access Failure,High,Negative,Piekļuve,2023-12-11
T000266,2023-12-17,C0199,Battery dies in 2 days,"My NordLock Pro battery drains in 48 hours.
I changed batteries and it still drains quickly.
Please help ASAP.
Also: 2 days.

Sent from my Android device",Battery Issue,CRITICAL,,Neutral,Battery,Critical,Negative,Baterija,2023-12-11
T000261,2023-12-17,C0271,App cannot connect to WiFi,"<p>The app will not connect to the lock.
I tried reinstalling the app but it fails.
It worked once and then stopped.
Also: app won't connect.

Sent from my Android device</p>",Software/Connectivity,NORMAL,,Negative,Software,High,Negative,Programmatūra,2023-12-11
T000269,2023-12-17,C0046,Battery problem with my lock,"My smart lock battery drains in a day.<br>I changed batteries and it still dies.<br>Please help ASAP.<br><br>Sent from my iPhone

Order number: 100861",Battery Issue,CRITICAL,100861.0,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000274,2023-12-17,C0004,Battery problem with my lock,"My NordLock Pro dies in a day.<br>I changed batteries and it still drains quickly.<br>Please help ASAP.<br>Also: battery drains.<br><br>Sent from my iPhone

Order number: 101101",Battery Issue,CRITICAL,101101.0,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000267,2023-12-17,C0030,NordLock Pro battery drains fast,"My smart lock dies in a day.
I changed batteries and it still dies.
This is unacceptable.

Sent from my iPhone

Order number: 101094",General Inquiry,NORMAL,101094.0,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000268,2023-12-17,C0157,Delivery delay,"<p>My delivery is delayed.
Tracking shows no updates.
Please update me.
Also: still not received.

<p>Thanks</p><p>Customer</p></p>

Ref: TX-100990",Logistics,NORMAL,100990.0,Positive,Logistics,High,Negative,Loģistika,2023-12-11
T000270,2023-12-17,C0085,Can't connect the app,The app will not connect to the lock.<br>I tried pairing again but it fails.<br>Is there a fix?<br><br><p>Thanks</p><p>Customer</p>,Software/Connectivity,NORMAL,,Neutral,Software,High,Negative,Programmatūra,2023-12-11
T000271,2023-12-17,C0282,Product defective,"<p>The product is defective.
Very disappointed.
I want a replacement.
Also: defective.

Sent from my Android device</p>

My order #100815.",Software/Connectivity,HIGH,100815.0,Neutral,General,High,Negative,Vispārēji,2023-12-11
T000262,2023-12-17,C0122,Refund for my purchase,"<p>I want to get a refund for this product.
It is not as described.
How do I start an RMA?

Sent from my Android device</p>

Order number: 100503",General Inquiry,HIGH,100503.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-11
T000265,2023-12-17,C0301,Can't open the door,"<p>I am stuck outside — the lock does not respond.
The app shows not responding.
I need immediate assistance.

—
Regards,
A very unhappy customer</p>

Ref: TX-100644",Access/Lock Failure,CRITICAL,100644.0,Neutral,Access Failure,High,Negative,Piekļuve,2023-12-11
T000273,2023-12-17,C0117,Battery problem with my lock,"<p>My NordLock Pro dies in 48 hours.
I changed batteries and it still dies.
Please help ASAP.
Also: 2 days.

Sent from my iPhone</p>",General Inquiry,CRITICAL,,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000263,2023-12-17,C0276,Battery problem with my lock,"My smart lock battery drains in a day.
I changed batteries and it still dies.
This is unacceptable.

Sent from my Android device

Order number: 101147",Battery Issue,NORMAL,101147.0,Neutral,Battery,High,Negative,Baterija,2023-12-11
T000281,2023-12-18,C0237,Battery dies in 2 days,"My NordLock Pro dies in 2 days.
I tried new batteries and it still dies.
Please help ASAP.

<br><br>--<br>NordTech Customer

My order #100383.",General Inquiry,CRITICAL,100383.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000277,2023-12-18,C0008,Battery dies in 2 days,"My smart lock dies in 48 hours.<br>I changed batteries and it still dies.<br>This is unacceptable.<br>Also: dead battery.<br><br>Sent from my iPhone

My order #101131.",Battery Issue,NORMAL,101131.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-18
T000292,2023-12-18,C0257,Refund for my purchase,"<p>I want to return this product.
It is not working.
I need my money back.

<p>Thanks</p><p>Customer</p></p>

My order #100640.",General Inquiry,HIGH,100640.0,Positive,General,Normal,Negative,Vispārēji,2023-12-18
T000290,2023-12-18,C0058,App cannot connect to WiFi,"The app cannot connect to WiFi.
I tried resetting but it fails.
Please advise.
Also: connectivity.

<p>Thanks</p><p>Customer</p>

My order #100774.",Software/Connectivity,NORMAL,100774.0,Neutral,Software,Normal,Negative,Programmatūra,2023-12-18
T000289,2023-12-18,C0183,I want a refund,"I want to get a refund for this product.
It is not as described.
How do I start an RMA?
Also: refund.

<br><br>--<br>NordTech Customer",General Inquiry,HIGH,,Neutral,Logistics,High,Negative,Loģistika,2023-12-18
T000284,2023-12-18,C0307,I want a refund,"I want to get a refund for this product.<br>It is defective.<br>How do I start an RMA?<br><br><p>Thanks</p><p>Customer</p>

Ref: TX-101115",General Inquiry,HIGH,101115.0,Positive,General,Normal,Negative,Vispārēji,2023-12-18
T000291,2023-12-18,C0076,NordLock Pro pairing issue,"The app will not connect to WiFi.
I tried reinstalling the app but it fails.
Please advise.

Sent from my Android device

My order #101022.",Software/Connectivity,NORMAL,101022.0,Negative,Software,High,Negative,Programmatūra,2023-12-18
T000282,2023-12-18,C0085,Battery dies in 2 days,My smart lock battery drains in a day.<br>I tried new batteries and it still dies.<br>I can't rely on this.<br>Also: battery dies.<br><br>Sent from my iPhone,Battery Issue,NORMAL,,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000278,2023-12-18,C0237,Locked out of my home,"I am locked out — the lock will not unlock.
The app shows not responding.
I need immediate assistance.

<p>Thanks</p><p>Customer</p>

Order number: 100383",Access/Lock Failure,NORMAL,100383.0,Positive,Software,Critical,Negative,Programmatūra,2023-12-18
T000287,2023-12-18,C0048,NordLock Pro pairing issue,"The app will not connect to the lock.<br>I tried reinstalling the app but it fails.<br>Is there a fix?<br>Also: connectivity.<br><br>Sent from my Android device

My order #100066.",Software/Connectivity,NORMAL,100066.0,Negative,Software,High,Negative,Programmatūra,2023-12-18
T000279,2023-12-18,C0042,App cannot connect to WiFi,"The app cannot connect to the lock.<br>I tried pairing again but it fails.<br>Is there a fix?<br><br>—<br>Regards,<br>A very unhappy customer

Ref: TX-100512",Software/Connectivity,NORMAL,100512.0,Neutral,Software,High,Negative,Programmatūra,2023-12-18
T000293,2023-12-18,C0029,NordLock Pro battery drains fast,"My smart lock battery drains in 48 hours.
I tried new batteries and it still dies.
I can't rely on this.

<br><br>--<br>NordTech Customer",Battery Issue,NORMAL,,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000276,2023-12-18,C0282,NordLock Pro pairing issue,"The app cannot connect to WiFi.
I tried resetting but it fails.
Please advise.

—
Regards,
A very unhappy customer

Order number: 100815",Software/Connectivity,NORMAL,100815.0,Neutral,Software,High,Negative,Programmatūra,2023-12-18
T000286,2023-12-18,C0031,Battery dies in 2 days,"My NordLock Pro battery drains in a day.<br>I changed batteries and it still drains quickly.<br>This is unacceptable.<br>Also: battery dies.<br><br>—<br>Regards,<br>A very unhappy customer

My order #100974.",Battery Issue,NORMAL,100974.0,Positive,,,,,2023-12-18
T000280,2023-12-18,C0200,Return request,"I want to get a refund for this product.<br>It is defective.<br>Please send return instructions.<br><br><br><br>--<br>NordTech Customer

Ref: TX-100470",General Inquiry,HIGH,100470.0,Neutral,General,High,Negative,Vispārēji,2023-12-18
T000283,2023-12-18,C0058,Battery dies in 2 days,"<p>My NordLock Pro dies in 48 hours.
I tried new batteries and it still drains quickly.
This is unacceptable.

Sent from my iPhone</p>",Battery Issue,NORMAL,,Neutral,Battery,Critical,Negative,Baterija,2023-12-18
T000275,2023-12-18,C0005,Locked out of my home,"I am stuck outside — the lock will not unlock.<br>The app shows offline.<br>This is urgent.<br><br>—<br>Regards,<br>A very unhappy customer

My order #101076.",Access/Lock Failure,CRITICAL,101076.0,Neutral,Access Failure,Critical,Negative,Piekļuve,2023-12-18
T000285,2023-12-18,C0070,Locked out of my home,"I am stuck outside — the lock will not unlock.<br>The app shows not responding.<br>I need immediate assistance.<br><br>Sent from my Android device

My order #100598.",Access/Lock Failure,CRITICAL,100598.0,Negative,Logistics,Critical,Negative,Loģistika,2023-12-18
T000288,2023-12-18,C0237,Locked out of my home,"I am locked out — the lock does not respond.
The app shows offline.
I can't get into my house.

<p>Thanks</p><p>Customer</p>",Access/Lock Failure,NORMAL,,Positive,Access Failure,High,Negative,Piekļuve,2023-12-18
T000304,2023-12-19,C0182,NordLock Pro pairing issue,"The app cannot connect to the lock.<br>I tried reinstalling the app but it fails.<br>Is there a fix?<br><br>Sent from my Android device

My order #100267.",Software/Connectivity,NORMAL,100267.0,Negative,Software,High,Negative,Programmatūra,2023-12-18
T000306,2023-12-19,C0054,I want a refund,"<p>I want to return this product.
It is not working.
I need my money back.
Also: refund.

Sent from my iPhone</p>

My order #100846.",General Inquiry,HIGH,100846.0,Positive,General,Normal,Negative,Vispārēji,2023-12-18
T000301,2023-12-19,C0017,NordLock Pro pairing issue,"<p>The app will not connect to WiFi.
I tried resetting but it fails.
Please advise.

<p>Thanks</p><p>Customer</p></p>",Software/Connectivity,NORMAL,,Neutral,Software,High,Negative,Programmatūra,2023-12-18
T000307,2023-12-19,C0031,Return request,"<p>I want to return this product.
It is not working.
Please send return instructions.

Sent from my Android device</p>

My order #100974.",General Inquiry,NORMAL,100974.0,Positive,General,Normal,Negative,Vispārēji,2023-12-18
T000294,2023-12-19,C0218,Refund for my purchase,I want to get a refund for this product.<br>It is not as described.<br>I need my money back.<br><br><p>Thanks</p><p>Customer</p>,General Inquiry,HIGH,,Positive,General,High,Negative,Vispārēji,2023-12-18
T000296,2023-12-19,C0013,NordLock Pro won't unlock,"I am stuck outside — the lock will not unlock.
The app shows not responding.
I need immediate assistance.
Also: can't get in.

—
Regards,
A very unhappy customer",Access/Lock Failure,CRITICAL,,Neutral,Access Failure,Critical,Negative,Piekļuve,2023-12-18
T000302,2023-12-19,C0008,Refund for my purchase,"I want to return this product.<br>It is not working.<br>I need my money back.<br><br>Sent from my Android device

My order #101131.",General Inquiry,HIGH,101131.0,Positive,General,Normal,Negative,Vispārēji,2023-12-18
T000303,2023-12-19,C0085,Battery problem with my lock,"<p>My NordLock Pro battery drains in a day.
I changed batteries and it still dies.
This is unacceptable.
Also: battery life.

Sent from my iPhone</p>",Battery Issue,NORMAL,,Neutral,Battery,Critical,Negative,Baterija,2023-12-18
T000309,2023-12-19,C0040,Battery dies in 2 days,"My smart lock battery drains in a day.
I changed batteries and it still dies.
I can't rely on this.
Also: 2 days.

Sent from my Android device

Ref: TX-100753",Battery Issue,NORMAL,100753.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000308,2023-12-19,C0054,Not working as expected,"The product is broken.<br>This should not happen.<br>I want a replacement.<br><br>—<br>Regards,<br>A very unhappy customer

My order #100846.",Software/Connectivity,HIGH,100846.0,Neutral,General,Normal,Negative,Vispārēji,2023-12-18
T000305,2023-12-19,C0244,Battery problem with my lock,"My smart lock dies in 2 days.<br>I changed batteries and it still dies.<br>I can't rely on this.<br><br><p>Thanks</p><p>Customer</p>

My order #100207.",General Inquiry,NORMAL,100207.0,Positive,Battery,High,Negative,Baterija,2023-12-18
T000300,2023-12-19,C0160,Product defective,"<p>The product is not working.
This should not happen.
I want a replacement.

Sent from my Android device</p>

My order #100305.",Software/Connectivity,NORMAL,100305.0,Positive,General,Normal,Negative,Vispārēji,2023-12-18
T000298,2023-12-19,C0294,Battery dies in 2 days,"My smart lock dies in 48 hours.<br>I changed batteries and it still dies.<br>I can't rely on this.<br><br>—<br>Regards,<br>A very unhappy customer",Software/Connectivity,NORMAL,,Positive,Battery,High,Negative,Baterija,2023-12-18
T000299,2023-12-19,C0033,NordLock Pro pairing issue,"The app cannot connect to the lock.
I tried resetting but it fails.
Please advise.

<br><br>--<br>NordTech Customer

My order #100818.",Software/Connectivity,NORMAL,100818.0,Negative,Software,High,Negative,Programmatūra,2023-12-18
T000295,2023-12-19,C0017,Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows pending.
Please update me.

Sent from my iPhone</p><br><p>Please help!</p>

Order number: 100977",Logistics,CRITICAL,100977.0,Neutral,Logistics,Normal,Negative,Loģistika,2023-12-18
T000301,2023-12-19,C0017,NordLock Pro pairing issue,"<p>The app will not connect to WiFi.
I tried resetting but it fails.
Please advise.

<p>Thanks</p><p>Customer</p></p>",Software/Connectivity,NORMAL,,Neutral,Software,Normal,Negative,Programmatūra,2023-12-18
T000297,2023-12-19,C0267,Delivery delay,"My delivery is stuck.<br>Tracking shows pending.<br>Where is my order?<br>Also: courier.<br><br>—<br>Regards,<br>A very unhappy customer

My order #100881.",Access/Lock Failure,CRITICAL,100881.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-18
T000325,2023-12-20,C0198,Tracking shows no updates,"<p>My delivery is stuck.
Tracking shows in transit for days.
Please update me.
Also: courier.

Sent from my iPhone</p>",Access/Lock Failure,CRITICAL,,Negative,Logistics,Normal,Negative,Loģistika,2023-12-18
T000315,2023-12-20,C0004,Delivery delay,"<p>My delivery is late.
Tracking shows in transit for days.
Where is my order?

<br><br>--<br>NordTech Customer</p>",Logistics,NORMAL,,Neutral,Logistics,Normal,Negative,Loģistika,2023-12-18
T000322,2023-12-20,C0034,NordLock Pro won't unlock,"I am stuck outside — the lock does not respond.
The app shows offline.
This is urgent.

Sent from my iPhone",Access/Lock Failure,CRITICAL,,Negative,Access Failure,High,Negative,Piekļuve,2023-12-18
T000310,2023-12-20,C0253,Battery dies in 2 days,"My smart lock dies in a day.
I tried new batteries and it still drains quickly.
Please help ASAP.

Sent from my Android device

My order #100028.",Battery Issue,CRITICAL,100028.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000313,2023-12-20,C0030,I want a refund,"<p>I want to get a refund for this product.
It is defective.
I need my money back.

Sent from my Android device</p><br><p>Please help!</p>",General Inquiry,CRITICAL,,Neutral,General,High,Negative,Vispārēji,2023-12-18
T000323,2023-12-20,C0099,Delivery delay,"My delivery is late.<br>Tracking shows no updates.<br>Please update me.<br><br>Sent from my Android device

My order #100258.",Logistics,NORMAL,100258.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-18
T000322,2023-12-20,C0034,NordLock Pro won't unlock,"I am stuck outside — the lock does not respond.
The app shows offline.
This is urgent.

Sent from my iPhone",Access/Lock Failure,CRITICAL,,Negative,Access Failure,Critical,Negative,Piekļuve,2023-12-18
T000323,2023-12-20,C0099,Delivery delay,"My delivery is late.<br>Tracking shows no updates.<br>Please update me.<br><br>Sent from my Android device

My order #100258.",Logistics,NORMAL,100258.0,Neutral,Logistics,Normal,Negative,Loģistika,2023-12-18
T000311,2023-12-20,C0052,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in a day.
I changed batteries and it still dies.
I can't rely on this.
Also: battery drains.

<p>Thanks</p><p>Customer</p></p>

Order number: 101068",Battery Issue,NORMAL,101068.0,Positive,Battery,Critical,Negative,Baterija,2023-12-18
T000320,2023-12-20,C0125,I want a refund,"I want to return this product.
It is not as described.
I need my money back.

—
Regards,
A very unhappy customer",Software/Connectivity,HIGH,,Positive,General,High,Negative,Vispārēji,2023-12-18
T000324,2023-12-20,C0025,NordLock Pro won't unlock,"<p>I am locked out — the lock does not respond.
The app shows offline.
I need immediate assistance.

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

Ref: TX-100523",Access/Lock Failure,NORMAL,100523.0,Positive,Access Failure,Critical,Negative,Piekļuve,2023-12-18
T000314,2023-12-20,C0015,Battery dies in 2 days,"<p>My smart lock dies in 2 days.
I changed batteries and it still dies.
I can't rely on this.
Also: battery drains.

—
Regards,
A very unhappy customer</p>

Ref: TX-101073",Battery Issue,NORMAL,101073.0,Positive,Battery,High,Negative,Baterija,2023-12-18
T000321,2023-12-20,C0064,Battery dies in 2 days,"<p>My smart lock dies in a day.
I tried new batteries and it still drains quickly.
This is unacceptable.
Also: 2 days.

<br><br>--<br>NordTech Customer</p>

Order number: 100566",Battery Issue,NORMAL,100566.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-18
T000319,2023-12-20,C0316,Can't open the door,"I am locked out — the lock will not unlock.
The app shows offline.
This is urgent.

<p>Thanks</p><p>Customer</p>",Access/Lock Failure,CRITICAL,,Positive,Access Failure,High,Negative,Piekļuve,2023-12-18
T000318,2023-12-20,C0010,App cannot connect to WiFi,The app cannot connect to WiFi.<br>I tried resetting but it fails.<br>It worked once and then stopped.<br>Also: app won't connect.<br><br>Sent from my iPhone,Software/Connectivity,NORMAL,,Negative,Software,Normal,Negative,Programmatūra,2023-12-18
T000316,2023-12-20,C0042,Where is my order?,"My delivery is late.<br>Tracking shows in transit for days.<br>Please update me.<br>Also: still not received.<br><br><br><br>--<br>NordTech Customer

My order #100512.",Logistics,NORMAL,100512.0,Neutral,Logistics,Normal,Neutral,Loģistika,2023-12-18
T000312,2023-12-20,C0257,NordLock Pro battery drains fast,"<p>My NordLock Pro battery drains in 48 hours.
I changed batteries and it still drains quickly.
Please help ASAP.
Also: 2 days.

Sent from my iPhone</p>

Ref: TX-100640",Battery Issue,CRITICAL,100640.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000317,2023-12-20,C0016,Battery problem with my lock,"My smart lock dies in 2 days.
I changed batteries and it still dies.
I can't rely on this.
Also: 2 days.

<br><br>--<br>NordTech Customer

Order number: 101010",General Inquiry,NORMAL,101010.0,Neutral,Battery,Critical,Negative,Baterija,2023-12-18
T000331,2023-12-21,C0008,NordLock Pro battery drains fast,"<p>My NordLock Pro dies in 2 days.
I changed batteries and it still drains quickly.
I can't rely on this.

Sent from my iPhone</p>

My order #101131.",Battery Issue,NORMAL,101131.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000328,2023-12-21,C0117,App cannot connect to WiFi,"<p>The app will not connect to WiFi.
I tried pairing again but it fails.
Please advise.

Sent from my Android device</p>

Ref: TX-100455",Software/Connectivity,NORMAL,100455.0,Negative,Software,High,Negative,Programmatūra,2023-12-18
T000326,2023-12-21,C0058,Delivery delay,"My delivery is delayed.
Tracking shows pending.
Where is my order?

<p>Thanks</p><p>Customer</p>

Ref: TX-100774",Logistics,NORMAL,100774.0,Positive,Logistics,Normal,Negative,Loģistika,2023-12-18
T000327,2023-12-21,C0122,Tracking shows no updates,"My delivery is stuck.
Tracking shows no updates.
Where is my order?

—
Regards,
A very unhappy customer

My order #100503.",Access/Lock Failure,CRITICAL,100503.0,Neutral,Logistics,High,Negative,Loģistika,2023-12-18
T000333,2023-12-21,C0183,Refund for my purchase,"I want to return this product.
It is not working.
Please send return instructions.
Also: return.

—
Regards,
A very unhappy customer

My order #101109.",Software/Connectivity,NORMAL,101109.0,Positive,General,High,Negative,Vispārēji,2023-12-18
T000334,2023-12-21,C0003,NordLock Pro battery drains fast,"My NordLock Pro dies in 48 hours.
I tried new batteries and it still dies.
Please help ASAP.

<br><br>--<br>NordTech Customer

Order number: 101024",General Inquiry,CRITICAL,101024.0,Neutral,Battery,High,Negative,Baterija,2023-12-18
T000330,2023-12-21,C0001,Battery dies in 2 days,"<p>My NordLock Pro battery drains in 48 hours.
I changed batteries and it still drains quickly.
This is unacceptable.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>",Battery Issue,CRITICAL,,Positive,Battery,Critical,Negative,Baterija,2023-12-18
T000332,2023-12-21,C0182,Locked out of my home,"I am stuck outside — the lock will not unlock.
The app shows offline.
This is urgent.

—
Regards,
A very unhappy customer

Ref: TX-100267",Access/Lock Failure,CRITICAL,100267.0,Neutral,Software,High,Negative,Programmatūra,2023-12-18
T000329,2023-12-21,C0057,Where is my order?,"<p>My delivery is delayed.
Tracking shows pending.
Where is my order?

<p>Thanks</p><p>Customer</p></p>",Logistics,NORMAL,,Positive,Logistics,Normal,Negative,Loģistika,2023-12-18
